"Date","Price","Open","High","Low","Change %"
"Jan 15, 2021","122.980","123.490","123.845","122.610","-0.44"
"Jan 18, 2021","123.660","123.495","123.975","122.880","0.55"
"Jan 19, 2021","123.490","123.650","123.985","122.860","-0.14"
"Jan 20, 2021","122.830","123.495","123.900","122.625","-0.53"
"Jan 21, 2021","122.950","123.300","123.995","122.865","0.10"
"Jan 22, 2021","123.110","123.400","124.010","123.185","0.13"
"Jan 25, 2021","122.750","123.545","124.130","123.190","-0.29"
"Jan 26, 2021","123.290","123.535","124.080","123.295","0.44"
"Jan 27, 2021","123.180","123.735","124.095","123.260","-0.09"
"Jan 28, 2021","123.170","123.600","124.215","123.310","-0.01"
"Jan 29, 2021","123.030","123.605","124.010","123.090","-0.11"
"Feb 01, 2021","122.760","123.525","123.970","122.790","-0.22"
"Feb 02, 2021","123.420","123.525","124.010","123.285","0.54"
"Feb 03, 2021","123.280","123.865","124.105","123.335","-0.11"
"Feb 04, 2021","123.090","123.690","124.115","123.310","-0.15"
"Feb 05, 2021","123.010","123.880","124.150","123.315","-0.06"
"Feb 08, 2021","123.140","123.550","124.020","123.185","0.11"
"Feb 09, 2021","123.180","123.525","124.130","123.315","0.03"
"Feb 10, 2021","123.230","123.585","124.055","123.455","0.04"
"Feb 11, 2021","123.220","123.640","124.045","123.335","-0.01"
"Feb 12, 2021","123.180","123.660","124.040","123.275","-0.03"
"Feb 15, 2021","123.200","123.650","124.060","123.070","0.02"
"Feb 16, 2021","123.200","123.550","123.990","123.245","0.00"
"Feb 17, 2021","123.160","123.590","124.120","123.105","-0.03"
"Feb 18, 2021","123.200","123.545","124.425","123.340","0.03"
"Feb 19, 2021","123.190","123.600","124.210","123.370","-0.01"
"Feb 22, 2021","123.220","123.570","124.145","123.295","0.02"
"Feb 23, 2021","123.250","123.650","124.080","123.345","0.02"
"Feb 24, 2021","123.200","123.620","124.080","123.355","-0.04"
"Feb 25, 2021","123.340","123.615","124.415","123.385","0.11"
"Feb 26, 2021","123.260","123.700","124.190","123.405","-0.06"
"Mar 01, 2021","123.230","123.730","124.055","122.980","-0.02"
"Mar 02, 2021","123.250","123.695","124.050","123.300","0.02"
"Mar 03, 2021","123.200","123.615","124.155","123.170","-0.04"
"Mar 04, 2021","123.020","123.610","124.015","123.195","-0.15"
"Mar 05, 2021","123.030","123.435","123.900","122.885","0.01"
"Mar 08, 2021","122.870","123.500","123.805","123.005","-0.13"
"Mar 09, 2021","122.880","123.330","123.970","123.035","0.01"
"Mar 10, 2021","122.880","123.285","123.705","122.965","0.00"
"Mar 11, 2021","123.140","123.300","123.680","122.850","0.21"
"Mar 12, 2021","122.390","123.455","123.665","122.885","-0.61"
"Mar 15, 2021","122.140","123.160","123.415","122.760","-0.20"
"Mar 16, 2021","122.890","122.925","123.795","122.610","0.61"
"Mar 17, 2021","123.550","123.280","124.075","122.710","0.54"
"Mar 18, 2021","122.840","123.920","124.330","122.920","-0.57"
"Mar 19, 2021","122.540","123.260","123.645","122.855","-0.24"
"Mar 22, 2021","122.610","123.260","123.645","122.970","0.06"
"Mar 23, 2021","122.830","123.445","124.020","122.890","0.18"
"Mar 24, 2021","122.840","123.280","123.805","122.685","0.01"
"Mar 25, 2021","122.490","123.220","123.755","122.600","-0.28"
"Mar 26, 2021","122.930","123.250","123.595","122.895","0.36"
"Mar 29, 2021","122.870","123.305","123.590","122.905","-0.05"
"Mar 30, 2021","122.900","123.230","123.755","122.500","0.02"
"Mar 31, 2021","122.730","123.250","123.550","122.810","-0.14"
"Apr 01, 2021","122.680","123.125","123.720","122.690","-0.04"
"Apr 02, 2021","122.290","123.095","123.400","122.620","-0.32"
"Apr 05, 2021","122.270","123.045","123.695","122.790","-0.02"
"Apr 06, 2021","122.650","123.060","123.560","122.515","0.31"
"Apr 07, 2021","121.920","123.045","123.405","122.500","-0.60"
"Apr 08, 2021","122.570","122.595","123.560","122.400","0.53"
"Apr 09, 2021","122.570","122.980","123.395","122.770","0.00"
"Apr 12, 2021","122.620","123.095","123.390","122.600","0.04"
"Apr 13, 2021","122.580","123.060","123.370","122.615","-0.03"
"Apr 14, 2021","122.740","123.015","123.675","122.465","0.13"
"Apr 15, 2021","122.700","123.130","123.645","122.860","-0.03"
"Apr 16, 2021","122.830","123.140","123.615","122.830","0.11"
"Apr 19, 2021","122.770","123.230","123.690","122.565","-0.05"
"Apr 20, 2021","122.260","123.165","123.495","122.720","-0.42"
"Apr 21, 2021","122.760","123.065","123.625","122.530","0.41"
"Apr 22, 2021","122.380","123.125","123.750","122.540","-0.31"
"Apr 23, 2021","122.770","123.140","123.820","122.780","0.32"
"Apr 26, 2021","122.780","123.115","123.655","122.855","0.01"
"Apr 27, 2021","122.870","123.170","123.660","122.925","0.07"
"Apr 28, 2021","122.420","123.245","123.755","122.660","-0.37"
"Apr 29, 2021","122.790","123.215","123.785","122.605","0.30"
"Apr 30, 2021","122.760","123.150","123.620","122.765","-0.02"
"May 03, 2021","122.900","123.295","123.720","123.050","0.11"
"May 04, 2021","122.740","123.535","123.610","122.740","-0.13"
"May 05, 2021","122.660","123.135","123.520","122.550","-0.07"
"May 06, 2021","122.470","123.085","123.620","122.810","-0.15"
"May 07, 2021","122.620","123.260","123.595","122.620","0.12"
"May 10, 2021","121.960","123.045","123.585","122.455","-0.54"
"May 11, 2021","121.780","122.655","123.625","122.375","-0.15"
"May 12, 2021","122.400","122.590","123.235","122.145","0.51"
"May 13, 2021","122.350","122.730","123.370","122.520","-0.04"
"May 14, 2021","122.490","122.855","123.280","122.560","0.11"
"May 17, 2021","122.530","122.745","123.265","122.565","0.03"
"May 18, 2021","122.510","122.835","123.455","122.615","-0.02"
"May 19, 2021","122.720","122.925","123.600","122.440","0.17"
"May 20, 2021","122.740","123.075","123.455","122.825","0.02"
"May 21, 2021","122.690","123.130","123.535","122.650","-0.04"
"May 24, 2021","122.460","123.060","123.540","122.755","-0.19"
"May 25, 2021","122.620","123.220","123.825","122.725","0.13"
"May 26, 2021","122.640","123.190","123.615","122.805","0.02"
"May 27, 2021","122.710","123.300","123.635","122.770","0.06"
"May 28, 2021","122.800","123.075","123.610","122.815","0.07"
"May 31, 2021","122.370","123.165","123.565","122.775","-0.35"
"Jun 01, 2021","122.770","123.150","123.500","122.725","0.33"
"Jun 02, 2021","122.380","123.085","123.475","122.730","-0.32"
"Jun 03, 2021","122.690","123.145","123.535","122.735","0.25"
"Jun 04, 2021","122.700","123.080","123.555","122.610","0.01"
"Jun 07, 2021","122.390","123.085","123.525","122.700","-0.25"
"Jun 08, 2021","122.810","123.150","123.465","122.650","0.34"
"Jun 09, 2021","122.820","123.115","123.560","122.405","0.01"
"Jun 10, 2021","122.660","123.055","123.380","122.760","-0.13"
"Jun 11, 2021","122.750","122.940","123.220","122.685","0.07"
"Jun 14, 2021","122.440","123.075","123.345","122.525","-0.25"
"Jun 15, 2021","122.820","122.975","123.210","122.605","0.31"
"Jun 16, 2021","122.770","123.095","123.165","122.140","-0.04"
"Jun 17, 2021","122.390","123.045","123.125","122.440","-0.31"
"Jun 18, 2021","122.380","122.795","123.030","122.445","-0.01"
"Jun 21, 2021","121.990","122.770","123.025","122.360","-0.32"
"Jun 22, 2021","122.220","122.715","122.980","122.275","0.19"
"Jun 23, 2021","122.280","122.490","122.920","122.235","0.05"
"Jun 24, 2021","122.090","122.600","122.870","122.260","-0.16"
"Jun 25, 2021","121.810","122.620","122.890","122.260","-0.23"
"Jun 28, 2021","122.690","122.450","123.015","122.200","0.72"
"Jun 29, 2021","122.440","122.915","123.015","122.425","-0.20"
"Jun 30, 2021","122.310","122.690","122.930","122.345","-0.11"
"Jul 01, 2021","122.260","122.640","122.965","122.265","-0.04"
"Jul 02, 2021","122.250","122.570","122.890","122.325","-0.01"
"Jul 05, 2021","122.230","122.485","122.865","122.220","-0.02"
"Jul 06, 2021","121.870","122.510","122.775","122.155","-0.29"
"Jul 07, 2021","122.100","122.515","122.770","122.225","0.19"
"Jul 08, 2021","122.080","122.420","122.770","122.100","-0.02"
"Jul 09, 2021","122.070","122.410","122.795","122.220","-0.01"
"Jul 12, 2021","122.110","122.365","122.770","122.065","0.03"
"Jul 13, 2021","122.100","122.440","122.720","121.950","-0.01"
"Jul 14, 2021","122.160","122.415","122.875","122.200","0.05"
"Jul 15, 2021","122.200","122.475","122.785","122.310","0.03"
"Jul 16, 2021","122.110","122.630","122.765","122.260","-0.07"
"Jul 19, 2021","122.180","122.435","122.745","122.250","0.06"
"Jul 20, 2021","122.160","122.500","122.665","122.300","-0.02"
"Jul 21, 2021","121.960","122.485","122.690","122.095","-0.16"
"Jul 22, 2021","121.950","122.255","122.615","121.875","-0.01"
"Jul 23, 2021","121.700","122.215","122.485","121.860","-0.21"
"Jul 26, 2021","121.620","122.225","122.740","121.690","-0.07"
"Jul 27, 2021","121.500","121.970","122.150","121.600","-0.10"
"Jul 28, 2021","121.250","121.855","121.970","121.335","-0.21"
"Jul 29, 2021","121.360","121.610","122.330","121.475","0.09"
"Jul 30, 2021","121.620","121.705","122.445","121.455","0.21"
"Aug 02, 2021","121.280","121.850","122.015","121.385","-0.28"
"Aug 03, 2021","121.330","121.530","121.845","121.265","0.04"
"Aug 04, 2021","121.320","121.605","121.825","121.210","-0.01"
"Aug 05, 2021","120.920","121.600","121.765","121.110","-0.33"
"Aug 06, 2021","121.010","121.440","121.770","121.175","0.07"
"Aug 09, 2021","121.090","121.500","121.640","120.995","0.07"
"Aug 10, 2021","121.010","121.355","121.480","120.880","-0.07"
"Aug 11, 2021","120.910","121.280","121.470","120.890","-0.08"
"Aug 12, 2021","121.010","121.185","121.665","121.100","0.08"
"Aug 13, 2021","121.020","121.280","121.630","121.075","0.01"
"Aug 16, 2021","121.040","121.330","121.855","120.660","0.02"
"Aug 17, 2021","121.080","121.295","121.715","121.040","0.03"
"Aug 18, 2021","121.020","121.375","121.845","121.020","-0.05"
"Aug 19, 2021","121.360","121.560","122.010","121.110","0.28"
"Aug 20, 2021","121.170","121.665","122.425","121.155","-0.16"
"Aug 23, 2021","121.350","121.795","122.210","121.310","0.15"
"Aug 24, 2021","121.100","121.670","122.060","121.400","-0.21"
"Aug 25, 2021","121.450","121.745","122.200","121.335","0.29"
"Aug 26, 2021","121.500","121.770","122.085","121.565","0.04"
"Aug 27, 2021","121.020","121.825","122.240","121.455","-0.40"
"Aug 30, 2021","121.670","121.665","122.170","121.495","0.54"
"Aug 31, 2021","121.690","121.900","122.235","121.640","0.02"
"Sep 01, 2021","121.670","122.010","122.380","121.685","-0.02"
"Sep 02, 2021","121.600","121.990","122.140","121.590","-0.06"
"Sep 03, 2021","121.580","121.920","122.225","121.575","-0.02"
"Sep 06, 2021","121.430","121.855","121.945","121.610","-0.12"
"Sep 07, 2021","121.430","121.760","122.130","121.420","0.00"
"Sep 08, 2021","121.540","121.765","122.220","121.525","0.09"
"Sep 09, 2021","121.600","121.885","122.110","121.325","0.05"
"Sep 10, 2021","121.570","121.900","122.160","121.435","-0.02"
"Sep 13, 2021","121.450","121.855","122.080","121.385","-0.10"
"Sep 14, 2021","121.300","121.760","122.060","121.315","-0.12"
"Sep 15, 2021","121.190","121.650","121.865","121.155","-0.09"
"Sep 16, 2021","120.980","121.480","121.745","121.080","-0.17"
"Sep 17, 2021","121.100","121.285","122.070","120.915","0.10"
"Sep 20, 2021","121.010","121.490","121.665","120.885","-0.07"
"Sep 21, 2021","120.810","121.315","121.540","120.950","-0.17"
"Sep 22, 2021","121.060","121.310","121.575","121.010","0.21"
"Sep 23, 2021","120.990","121.340","121.610","121.025","-0.06"
"Sep 24, 2021","120.840","121.295","121.680","121.130","-0.12"
"Sep 27, 2021","121.080","121.440","121.800","121.210","0.20"
"Sep 28, 2021","121.240","121.610","121.800","121.220","0.13"
"Sep 29, 2021","120.590","121.530","121.835","121.060","-0.54"
"Sep 30, 2021","121.300","121.295","121.840","121.035","0.59"
"Oct 01, 2021","121.060","121.570","121.805","121.335","-0.20"
"Oct 04, 2021","120.850","121.525","121.835","121.225","-0.17"
"Oct 05, 2021","120.990","121.520","121.815","121.205","0.12"
"Oct 06, 2021","121.110","121.540","121.785","121.135","0.10"
"Oct 07, 2021","120.970","121.400","121.720","121.055","-0.12"
"Oct 08, 2021","120.820","121.315","121.580","121.005","-0.12"
"Oct 11, 2021","120.940","121.280","121.640","120.930","0.10"
"Oct 12, 2021","121.030","121.275","121.590","121.010","0.07"
"Oct 13, 2021","121.070","121.330","121.820","121.130","0.03"
"Oct 14, 2021","121.230","121.605","121.950","121.265","0.13"
"Oct 15, 2021","121.080","121.540","121.905","121.345","-0.12"
"Oct 18, 2021","121.350","121.600","122.245","121.115","0.22"
"Oct 19, 2021","121.360","121.620","121.980","121.365","0.01"
"Oct 20, 2021","121.270","121.635","121.905","121.470","-0.07"
"Oct 21, 2021","121.370","121.685","121.900","121.345","0.08"
"Oct 22, 2021","120.900","121.660","122.005","121.260","-0.39"
"Oct 25, 2021","121.710","121.570","122.390","121.120","0.67"
"Oct 26, 2021","121.830","121.990","122.330","121.620","0.10"
"Oct 27, 2021","122.180","122.160","123.060","121.550","0.29"
"Oct 28, 2021","122.630","122.480","123.300","122.005","0.37"
"Oct 29, 2021","122.520","122.925","123.470","122.395","-0.09"
"Nov 01, 2021","122.550","122.770","123.155","122.265","0.02"
"Nov 02, 2021","122.550","122.855","123.035","122.460","0.00"
"Nov 03, 2021","122.560","122.830","123.175","122.510","0.01"
"Nov 04, 2021","122.680","122.835","123.750","122.610","0.10"
"Nov 05, 2021","122.660","122.935","123.200","122.505","-0.02"
"Nov 08, 2021","122.520","122.800","123.120","122.375","-0.11"
"Nov 09, 2021","122.550","122.800","122.970","122.450","0.02"
"Nov 10, 2021","122.010","122.815","122.995","122.330","-0.44"
"Nov 11, 2021","122.350","122.395","122.900","122.105","0.28"
"Nov 12, 2021","121.820","122.670","122.710","122.065","-0.43"
"Nov 15, 2021","121.630","122.400","122.800","121.755","-0.16"
"Nov 16, 2021","121.480","122.035","122.170","121.530","-0.12"
"Nov 17, 2021","121.370","121.755","122.045","121.400","-0.09"
"Nov 18, 2021","121.330","121.670","122.375","121.310","-0.03"
"Nov 19, 2021","121.100","121.655","122.435","120.985","-0.19"
"Nov 22, 2021","121.010","121.440","121.590","120.915","-0.07"
"Nov 23, 2021","120.960","121.285","121.530","120.985","-0.04"
"Nov 24, 2021","120.940","121.240","121.735","121.020","-0.02"
"Nov 25, 2021","120.890","121.235","121.435","121.020","-0.04"
"Nov 26, 2021","120.750","121.220","121.495","120.780","-0.12"
"Nov 29, 2021","120.100","120.990","121.385","120.130","-0.54"
"Nov 30, 2021","120.620","120.725","121.845","120.245","0.43"
"Dec 01, 2021","120.760","121.330","121.640","120.830","0.12"
"Dec 02, 2021","120.610","121.070","121.435","120.835","-0.12"
"Dec 03, 2021","120.850","121.070","121.485","120.735","0.20"
"Dec 06, 2021","120.690","121.180","121.270","120.620","-0.13"
"Dec 07, 2021","120.750","120.950","121.235","120.630","0.05"
"Dec 08, 2021","120.800","121.025","121.285","120.935","0.04"
"Dec 09, 2021","120.660","121.060","121.280","120.790","-0.12"
"Dec 10, 2021","120.850","121.065","121.490","120.700","0.16"
"Dec 13, 2021","120.660","121.430","121.485","120.595","-0.16"
"Dec 14, 2021","120.480","120.930","121.155","120.525","-0.15"
"Dec 15, 2021","120.210","120.955","121.075","120.425","-0.22"
"Dec 16, 2021","120.470","120.715","121.480","120.500","0.22"
"Dec 17, 2021","120.580","120.725","121.050","120.510","0.09"
"Dec 20, 2021","120.510","120.870","121.115","120.580","-0.06"
"Dec 21, 2021","120.430","120.780","121.005","120.505","-0.07"
"Dec 22, 2021","120.170","120.640","121.020","120.365","-0.22"
"Dec 23, 2021","120.070","120.685","120.935","120.200","-0.08"
"Dec 24, 2021","120.010","120.690","120.845","120.060","-0.05"
"Dec 27, 2021","119.940","120.315","120.835","120.060","-0.06"
"Dec 28, 2021","120.120","120.690","121.120","119.895","0.15"
"Dec 29, 2021","120.290","120.410","120.870","120.180","0.14"
"Dec 30, 2021","119.960","120.585","121.225","120.130","-0.27"
"Dec 31, 2021","120.420","120.690","121.255","120.180","0.38"
"Jan 03, 2022","119.370","120.665","120.855","119.805","-0.87"
"Jan 04, 2022","119.060","120.010","120.515","119.260","-0.26"
"Jan 05, 2022","120.790","119.360","121.400","119.250","1.45"
"Jan 06, 2022","120.890","121.060","121.715","120.805","0.08"
"Jan 07, 2022","121.090","121.255","122.090","120.875","0.17"
"Jan 10, 2022","121.350","121.420","121.905","121.130","0.21"
"Jan 11, 2022","121.450","121.615","121.970","121.450","0.08"
"Jan 12, 2022","121.210","121.720","122.190","121.515","-0.20"
"Jan 13, 2022","122.080","121.820","122.835","121.075","0.72"
"Jan 14, 2022","122.070","122.415","122.875","121.860","-0.01"
"Jan 17, 2022","121.860","122.415","122.870","121.935","-0.17"
"Jan 18, 2022","121.610","122.165","122.720","121.425","-0.21"
"Jan 19, 2022","121.450","121.870","122.615","121.480","-0.13"
"Jan 20, 2022","121.300","121.920","122.290","121.395","-0.12"
"Jan 21, 2022","121.000","121.615","121.945","121.250","-0.25"
"Jan 24, 2022","120.860","121.315","122.185","120.865","-0.12"
"Jan 25, 2022","120.550","121.190","121.460","120.745","-0.26"
"Jan 26, 2022","120.690","120.895","121.350","120.735","0.12"
"Jan 27, 2022","120.600","121.015","121.220","120.375","-0.07"
"Jan 28, 2022","120.480","120.935","121.120","120.505","-0.10"
"Jan 31, 2022","120.730","120.815","121.415","120.635","0.21"
"Feb 01, 2022","121.000","121.030","121.585","120.900","0.22"
"Feb 02, 2022","121.110","121.295","121.770","120.960","0.09"
"Feb 03, 2022","121.240","121.435","121.835","121.020","0.11"
"Feb 04, 2022","121.160","121.525","121.720","121.140","-0.07"
"Feb 07, 2022","121.150","121.695","121.755","120.990","-0.01"
"Feb 08, 2022","121.130","121.445","121.920","120.825","-0.02"
"Feb 09, 2022","121.070","121.430","121.850","120.990","-0.05"
"Feb 10, 2022","121.190","121.430","121.675","120.980","0.10"
"Feb 11, 2022","121.030","121.495","121.620","120.880","-0.13"
"Feb 14, 2022","121.080","121.265","121.810","120.570","0.04"
"Feb 15, 2022","121.110","121.390","121.630","121.050","0.02"
"Feb 16, 2022","121.160","121.445","121.580","121.115","0.04"
"Feb 17, 2022","121.070","121.445","121.650","120.935","-0.07"
"Feb 18, 2022","121.130","121.390","121.615","120.910","0.05"
"Feb 21, 2022","121.100","121.495","122.185","120.990","-0.02"
"Feb 22, 2022","121.040","121.415","121.515","121.020","-0.05"
"Feb 23, 2022","121.130","121.350","121.525","121.025","0.07"
"Feb 24, 2022","121.030","121.465","121.520","120.875","-0.08"
"Feb 25, 2022","120.970","121.340","121.645","120.935","-0.05"
"Feb 28, 2022","121.140","120.320","121.650","119.710","0.14"
"Mar 01, 2022","121.340","121.430","121.795","121.140","0.17"
"Mar 02, 2022","121.890","121.660","123.070","120.930","0.45"
"Mar 03, 2022","121.980","122.275","123.375","121.950","0.07"
"Mar 04, 2022","123.170","122.405","123.985","122.315","0.98"
"Mar 07, 2022","126.645","123.975","127.375","122.480","2.82"
"Mar 08, 2022","125.545","126.645","127.865","124.650","-0.87"
"Mar 09, 2022","124.395","125.565","125.865","123.580","-0.92"
"Mar 10, 2022","123.525","124.375","125.355","122.595","-0.70"
"Mar 11, 2022","122.560","123.510","124.080","122.605","-0.78"
"Mar 14, 2022","122.680","123.245","123.950","122.765","0.10"
"Mar 15, 2022","122.300","123.350","124.255","122.515","-0.31"
"Mar 16, 2022","122.430","122.835","123.365","122.460","0.11"
"Mar 17, 2022","122.520","122.810","123.330","122.485","0.07"
"Mar 18, 2022","122.370","122.870","123.275","122.370","-0.12"
"Mar 21, 2022","121.590","122.805","123.175","122.150","-0.64"
"Mar 22, 2022","122.020","122.245","122.625","121.605","0.35"
"Mar 23, 2022","122.310","122.560","123.160","122.290","0.24"
"Mar 24, 2022","121.740","122.680","123.095","121.845","-0.47"
"Mar 25, 2022","121.550","122.215","122.580","121.780","-0.16"
"Mar 28, 2022","121.560","122.120","123.220","121.370","0.01"
"Mar 29, 2022","121.550","121.965","122.585","121.740","-0.01"
"Mar 30, 2022","121.240","121.955","122.485","121.515","-0.26"
"Mar 31, 2022","121.150","121.640","122.090","121.175","-0.07"
"Apr 01, 2022","121.340","121.500","121.935","121.085","0.16"
"Apr 04, 2022","121.130","121.540","121.885","120.965","-0.17"
"Apr 05, 2022","121.050","121.505","121.755","120.275","-0.07"
"Apr 06, 2022","121.000","121.435","121.700","120.955","-0.04"
"Apr 07, 2022","120.580","121.365","121.720","120.915","-0.35"
"Apr 08, 2022","120.960","121.055","121.640","120.780","0.32"
"Apr 11, 2022","120.810","121.900","122.085","120.560","-0.12"
"Apr 12, 2022","120.760","121.080","121.420","120.640","-0.04"
"Apr 13, 2022","120.670","121.050","121.350","120.340","-0.07"
"Apr 14, 2022","120.780","120.955","121.415","120.600","0.09"
"Apr 15, 2022","120.790","121.050","121.385","120.660","0.01"
"Apr 18, 2022","120.260","121.055","121.250","120.610","-0.44"
"Apr 19, 2022","120.100","120.715","121.320","120.430","-0.13"
"Apr 20, 2022","119.810","120.545","121.440","119.815","-0.24"
"Apr 21, 2022","119.580","120.215","121.060","119.875","-0.19"
"Apr 22, 2022","119.990","120.035","120.610","119.790","0.34"
"Apr 25, 2022","118.950","120.775","120.825","119.155","-0.87"
"Apr 26, 2022","120.230","119.400","120.910","119.325","1.08"
"Apr 27, 2022","120.450","120.550","121.210","120.080","0.18"
"Apr 28, 2022","121.060","120.790","121.665","120.485","0.51"
"Apr 29, 2022","120.430","121.020","121.130","119.960","-0.52"
"May 02, 2022","119.830","120.560","120.790","119.680","-0.50"
"May 03, 2022","119.930","119.850","120.570","119.690","0.08"
"May 04, 2022","120.100","119.860","120.580","119.660","0.14"
"May 05, 2022","120.160","120.100","120.480","119.470","0.05"
"May 06, 2022","120.040","120.180","120.250","119.390","-0.10"
"May 09, 2022","120.210","120.010","120.510","119.450","0.14"
"May 10, 2022","120.060","120.220","120.480","119.740","-0.12"
"May 11, 2022","120.390","120.060","120.710","119.660","0.27"
"May 12, 2022","120.240","120.380","120.580","119.650","-0.12"
"May 13, 2022","120.240","120.220","120.480","119.660","0.00"
"May 16, 2022","120.170","120.160","120.460","119.650","-0.06"
"May 17, 2022","120.180","120.180","120.510","119.670","0.01"
"May 18, 2022","120.120","119.970","120.280","119.480","-0.05"
"May 19, 2022","119.740","120.140","120.140","119.270","-0.32"
"May 20, 2022","119.570","119.730","119.840","119.080","-0.14"
"May 23, 2022","119.560","119.680","120.670","119.050","-0.01"
"May 24, 2022","119.970","119.560","120.300","119.040","0.34"
"May 25, 2022","120.000","119.990","120.230","119.540","0.03"
"May 26, 2022","119.890","120.020","120.710","119.560","-0.09"
"May 27, 2022","120.490","119.910","120.960","119.760","0.50"
"May 30, 2022","120.380","120.580","121.150","119.950","-0.09"
"May 31, 2022","120.300","120.380","120.620","119.850","-0.07"
"Jun 01, 2022","120.070","120.280","120.520","119.740","-0.19"
"Jun 02, 2022","120.360","120.040","120.400","119.450","0.24"
"Jun 03, 2022","119.600","120.330","120.530","119.300","-0.63"
"Jun 06, 2022","119.570","119.600","119.980","119.220","-0.03"
"Jun 07, 2022","119.490","119.560","119.920","119.040","-0.07"
"Jun 08, 2022","119.510","119.480","119.870","118.960","0.02"
"Jun 09, 2022","119.180","119.540","120.150","119.150","-0.28"
"Jun 10, 2022","119.670","119.200","120.020","119.200","0.41"
"Jun 13, 2022","119.600","119.640","119.850","119.020","-0.06"
"Jun 14, 2022","119.470","119.630","119.730","118.970","-0.11"
"Jun 15, 2022","119.510","119.460","119.840","118.860","0.03"
"Jun 16, 2022","119.480","119.520","119.780","118.880","-0.03"
"Jun 17, 2022","119.450","119.470","119.690","118.880","-0.03"
"Jun 20, 2022","119.190","119.130","120.050","118.740","-0.22"
"Jun 21, 2022","119.140","119.190","119.500","118.760","-0.04"
"Jun 22, 2022","119.180","119.200","119.530","118.660","0.03"
"Jun 23, 2022","119.110","119.180","119.500","118.560","-0.06"
"Jun 24, 2022","119.050","119.120","119.400","118.580","-0.05"
"Jun 27, 2022","118.900","119.040","119.280","118.390","-0.13"
"Jun 28, 2022","118.900","118.900","119.350","118.550","0.00"
"Jun 29, 2022","118.790","118.870","119.160","118.280","-0.09"
"Jun 30, 2022","118.730","118.790","119.040","118.260","-0.05"
"Jul 01, 2022","118.790","118.700","119.030","118.260","0.05"
"Jul 04, 2022","118.850","118.720","119.120","118.260","0.05"
"Jul 05, 2022","118.260","118.810","118.980","117.810","-0.50"
"Jul 06, 2022","117.820","118.260","118.460","117.450","-0.37"
"Jul 07, 2022","117.640","117.830","118.120","117.380","-0.15"
"Jul 08, 2022","117.640","117.640","117.870","117.080","0.00"
"Jul 11, 2022","115.740","117.520","117.640","115.660","-1.62"
"Jul 12, 2022","116.810","115.730","117.710","115.320","0.92"
"Jul 13, 2022","116.900","116.800","117.220","116.160","0.08"
"Jul 14, 2022","116.690","116.890","117.180","116.140","-0.18"
"Jul 15, 2022","116.550","116.690","117.270","116.280","-0.12"
"Jul 18, 2022","116.650","116.500","116.960","116.150","0.09"
"Jul 19, 2022","116.680","116.640","117.000","116.200","0.03"
"Jul 20, 2022","116.610","116.680","116.910","116.130","-0.06"
"Jul 21, 2022","116.550","116.600","117.040","116.070","-0.05"
"Jul 22, 2022","116.390","116.550","116.810","115.890","-0.14"
"Jul 25, 2022","116.170","116.390","116.500","115.590","-0.19"
"Jul 26, 2022","116.140","116.150","116.600","115.780","-0.03"
"Jul 27, 2022","116.810","116.150","117.020","115.780","0.58"
"Jul 28, 2022","116.240","116.760","116.840","115.770","-0.49"
"Jul 29, 2022","116.330","116.260","116.600","115.810","0.08"
"Aug 01, 2022","116.110","116.310","116.590","115.570","-0.19"
"Aug 02, 2022","116.180","116.100","116.550","115.780","0.06"
"Aug 03, 2022","116.540","116.150","116.780","115.880","0.31"
"Aug 04, 2022","116.460","116.550","116.670","115.960","-0.07"
"Aug 05, 2022","116.460","116.440","116.740","115.970","0.00"
"Aug 08, 2022","116.220","116.410","116.570","115.850","-0.21"
"Aug 09, 2022","116.350","116.230","116.650","115.880","0.11"
"Aug 10, 2022","116.310","116.370","116.890","115.890","-0.03"
"Aug 11, 2022","116.560","116.310","117.050","115.990","0.21"
"Aug 12, 2022","116.800","116.530","116.940","116.360","0.21"
"Aug 15, 2022","116.720","116.830","116.910","116.060","-0.07"
"Aug 16, 2022","116.700","116.720","116.900","116.190","-0.02"
"Aug 17, 2022","116.560","116.680","116.900","116.290","-0.12"
"Aug 18, 2022","116.570","116.540","116.910","116.280","0.01"
"Aug 19, 2022","116.770","116.700","116.970","116.310","0.17"
"Aug 22, 2022","116.780","116.820","116.950","116.350","0.01"
"Aug 23, 2022","116.390","116.800","117.030","116.050","-0.33"
"Aug 24, 2022","116.360","116.420","116.720","116.000","-0.03"
"Aug 25, 2022","116.160","116.350","116.630","115.990","-0.17"
"Aug 26, 2022","116.640","116.160","117.080","116.000","0.41"
"Aug 29, 2022","116.700","116.890","117.050","116.070","0.05"
"Aug 30, 2022","116.570","116.690","117.060","116.370","-0.11"
"Aug 31, 2022","116.770","116.580","117.140","116.380","0.17"
"Sep 01, 2022","117.050","116.730","117.410","116.590","0.24"
"Sep 02, 2022","117.250","117.050","117.640","116.730","0.17"
"Sep 05, 2022","116.520","117.220","117.220","116.360","-0.62"
"Sep 06, 2022","117.060","116.510","117.570","116.480","0.46"
"Sep 07, 2022","117.110","117.050","117.590","116.770","0.04"
"Sep 08, 2022","117.140","117.100","117.700","116.850","0.03"
"Sep 09, 2022","116.940","117.160","117.530","116.650","-0.17"
"Sep 12, 2022","116.830","117.400","118.180","116.580","-0.09"
